DISTRICT/MONTH,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
ADILABAD,4.1188,3.8443,6.2606,6.5352,9.9951,97.9735,174.3094,160.1955,94.1293,45.5819,8.1278,4.009,615.0804
AGRA,9.6106,5.4369,4.8877,2.1967,5.1074,29.5458,124.7185,154.2644,68.867,15.4319,2.7459,2.5811,425.3939
AHMEDABAD,0.4393,0.1648,0.2746,0.3844,3.2402,49.9753,118.2932,104.7833,57.8835,10.4893,4.5033,0.9885,351.4197
AHMEDNAGAR,0.3295,0.7139,1.6475,2.9106,11.8623,57.6089,55.9064,50.4146,76.3908,40.5294,12.3565,4.1188,314.7892
AIZAWL,7.5787,17.1344,59.2564,102.0375,192.9815,256.851,246.4166,263.9903,214.6741,139.766,35.8614,9.0615,1545.6094
AJMER,2.032,1.0984,1.1533,1.2082,4.8877,23.9442,93.9096,85.1227,32.9507,5.327,1.3729,0.8238,253.8305
AKOLA,4.7229,2.9106,4.8328,2.4164,5.327,78.4777,124.2792,112.1973,70.7343,28.9967,9.1713,3.7344,447.8006
ALAPPUZHA,9.6106,15.3221,24.768,73.59,164.0398,325.6631,292.7124,188.4233,152.0127,182.8217,103.026,28.3376,1560.3273
ALIGARH,10.709,6.9197,5.1623,3.0754,10.1049,26.0311,117.03,143.83,73.2056,21.418,2.3066,3.6246,423.4172
ALIRAJPUR(JBA),2.1418,1.2082,0.9336,0.9336,4.5582,62.5515,148.7177,141.139,86.3859,16.9147,6.041,2.7459,474.2711
ALLAHABAD,9.6106,5.4918,4.1738,1.977,3.6246,45.0876,145.807,153.1111,100.1153,19.0016,5.1623,2.5262,495.6889
ALMORA,25.3721,25.7016,26.0311,14.0041,25.6467,72.6564,164.6988,152.0677,81.9924,31.413,4.4483,11.5328,635.565
ALWAR,5.2721,5.6016,3.0754,3.0205,8.677,24.2737,108.1333,117.1399,55.4122,10.9836,2.2516,2.6361,346.477
AMBALA,21.3631,17.3541,13.8942,4.2287,11.2582,57.7736,169.0373,179.0323,97.5342,18.8918,4.8328,11.4778,606.6781
AMBEDKAR NAGAR,8.1278,6.041,4.668,3.4049,9.8303,56.1261,174.5291,155.0881,111.1538,22.077,1.977,3.4598,556.4829
AMRAVATI,5.5467,3.4598,4.2836,2.032,3.5147,75.3474,139.6013,133.8898,83.1457,29.1065,8.3475,4.5582,492.8332
AMRELI,0.3295,0.1098,0.7689,0.1098,1.7574,57.554,104.7833,69.3064,52.9409,13.9491,9.1164,0.8238,311.5493
AMRITSAR,16.695,15.9262,19.4409,11.4778,9.391,23.6696,116.0964,106.5956,48.8769,15.7614,4.1738,8.2377,396.3423
ANAND(KHR),0.659,0.1648,0.8787,0.2197,2.032,65.6269,152.2873,143.4455,71.8875,10.5442,9.2811,1.318,458.3447
ANANTAPUR,1.6475,1.8123,3.35,10.3795,31.1384,30.3147,35.3122,40.9138,70.7343,63.1556,19.386,6.3705,314.5148
ANANTNAG,45.6917,55.3023,83.8596,62.2769,55.522,35.8065,47.9982,45.0876,27.6786,21.6926,21.1434,30.4245,532.4839
ANGUL,3.7893,10.4893,13.7844,16.3106,30.4245,113.021,175.8471,195.1782,125.2128,53.8745,8.0729,1.977,747.9816
ANJAW (LOHIT),23.1754,44.3737,96.8752,196.8807,168.2684,245.483,362.513,234.9388,172.2225,91.7678,18.727,16.3655,1671.591
ANUPPUR(SHAHD,16.2008,13.6196,11.2582,8.0729,10.9287,97.5342,212.1478,212.6421,122.8513,25.8114,4.4483,8.3475,743.8628
ARARIA,7.5787,4.3934,8.4574,20.2098,62.881,149.2119,244.165,193.5307,152.8365,46.131,4.0639,2.9106,896.3699
ARIYALUR,11.6426,6.2057,7.1942,12.027,36.6852,28.2827,39.9253,70.9539,76.1162,106.2112,112.6915,80.6744,588.6099
ARWAL,8.7319,3.7344,2.8557,1.7574,6.1508,61.9474,134.7685,137.0751,99.8957,18.2877,2.8557,2.1418,480.2021
ASHOKNAGAR(GNA,3.9541,3.5697,1.6475,0.3844,0.9885,39.1015,173.3209,172.4422,90.2301,13.7844,3.0205,6.4803,508.9241
AURAIYA,7.4139,9.0615,4.2287,1.7574,5.9311,32.8409,124.6087,147.3447,79.631,27.8434,2.032,3.1852,445.8785
AURANGABAD,9.9401,6.1508,4.2836,3.1303,7.9082,67.0548,159.2619,139.4365,106.3211,24.3286,4.2836,3.2951,535.3946
AURANGABAD,1.3729,0.8787,1.7025,1.5377,9.391,71.6129,85.8367,86.7154,82.1572,32.5114,13.7295,5.8762,393.3221
AZAMGARH,6.9197,5.6016,4.8328,3.35,8.5123,52.3917,183.5905,160.0308,127.1899,22.7909,3.7893,2.1967,581.1962
BADAUN,7.359,8.8418,6.4254,2.032,7.9631,38.113,138.6128,160.7447,78.8072,32.2917,1.4828,3.2402,485.9137
BADGAM,31.0835,36.1909,58.6523,48.3827,43.5499,19.386,30.4794,30.2598,22.2417,18.0131,15.2123,15.4319,368.8835
BAGALKOTE,0.9885,0.8238,2.4713,12.9057,31.468,43.9892,40.4196,39.8155,75.2924,61.9474,13.8942,3.8443,327.8599
BAGESHWAR,25.3721,25.7016,26.0311,14.0041,25.6467,72.6564,164.6988,152.0677,81.9924,31.413,4.4483,11.5328,635.565
BAGPAT,9.5008,8.9516,6.9746,4.0639,7.4688,23.5049,106.5407,120.9841,48.4376,11.8623,2.691,3.8443,354.8246
BAHRAICH,11.4229,8.7869,6.8647,4.9426,18.068,84.7932,184.9635,163.216,112.8014,28.118,1.3729,5.4369,630.787
BAKSA BARPETA,5.6565,14.7729,29.6557,96.4907,215.0036,381.295,415.8932,289.5821,253.7756,78.0383,11.2033,6.9746,1798.3415
BALAGHAT,11.4778,8.4024,8.2926,3.8992,3.6795,101.3235,261.0248,248.174,122.412,30.9737,4.5033,9.5008,813.6636
BALASORE,6.5352,19.7704,21.0885,32.5114,66.3957,142.2923,157.7242,183.6455,162.7766,104.3989,21.3081,3.6246,922.0714
BALLIA,5.8762,4.668,3.6795,2.9106,11.0934,60.9039,160.6898,142.8415,89.8457,22.8458,2.9656,1.4279,509.7479
BALRAMPUR,10.3246,9.2811,4.5033,5.1074,21.1983,77.6539,211.6536,181.1741,118.0735,39.8704,0.659,5.8213,685.3205
BANASKANTHA,0.7689,0.7139,1.318,0.4943,2.032,34.8179,120.8194,99.676,54.149,9.1713,4.0639,0.6041,328.6287
BANDA,9.6656,6.3705,3.4598,2.4713,6.6451,50.5794,143.3357,173.7602,93.8547,19.9901,3.0205,4.8328,517.9857
BANDIPORE,37.7286,51.2384,65.6818,49.0966,34.8729,16.9147,25.3172,31.7425,18.6172,20.8688,14.6082,17.9582,384.6451
BANGALORE RUR,0.9336,3.1852,4.1738,19.8803,51.1286,39.1015,50.3597,64.858,93.8547,94.3489,30.4245,7.4139,459.6627
BANGALORE URB,1.2631,3.6795,4.5033,21.5278,58.3777,40.5843,50.3048,70.7892,99.5661,87.7039,29.6007,9.8852,477.7856
BANKA,5.5467,5.1074,6.4254,8.6221,25.2073,75.8965,148.8824,132.7366,118.0186,46.4605,3.1303,3.0754,579.1092
BANKURA,6.5901,9.8852,12.0819,19.9352,36.7401,118.0735,166.5111,159.6463,133.0661,57.7736,5.382,5.2172,730.9023
BANSWARA,1.5377,0.2746,0.8787,0.4943,2.8557,53.6548,156.1316,166.1266,80.8941,13.4,6.9197,1.7574,484.9252
BARABANKI,9.2811,7.9082,4.4483,3.1852,9.7754,61.563,170.0807,156.1865,123.1808,27.6237,1.5926,4.7779,579.6034
BARAMULLA,63.7597,86.2211,104.1243,80.1252,61.1785,33.2253,39.1015,38.4425,25.2622,26.1409,19.7155,44.3737,621.6704
BARAN,3.8992,1.7574,1.5377,0.9336,3.5697,40.2548,162.1726,166.7307,65.9015,13.8393,5.327,2.3615,468.285
BAREILLY,11.1483,10.3795,6.9197,3.0754,10.2696,53.0507,161.843,162.9414,91.0539,31.7975,1.318,3.5147,547.3117
BARGARH,4.7779,8.1828,9.9401,8.1278,10.709,103.4653,198.8577,196.2766,119.6661,28.118,3.7344,2.8008,694.6565
BARMER,0.659,0.9336,1.2631,1.7574,4.9975,15.0475,48.6573,47.6138,22.3516,2.2516,1.7574,0.2197,147.5095
BARNALA,8.0729,9.2811,5.4918,6.3156,5.2721,16.6401,71.0638,64.5285,43.0556,10.05,2.1418,4.8877,246.801
BARODA,0.659,0,0.2746,0.4393,2.5262,76.226,182.602,168.2135,90.7244,14.2237,7.6885,1.318,544.8952
BARPETA,5.6565,14.7729,29.6557,96.4907,215.0036,381.295,415.8932,289.5821,253.7756,78.0383,11.2033,6.9746,1798.3415
BARWANI,1.5926,0.4393,1.0434,0.4943,3.9541,57.9933,108.7374,106.8702,75.3474,19.4959,5.9311,3.1852,385.0842
BASTAR,4.5033,4.7229,8.8967,20.1549,21.1983,111.9227,192.7069,205.338,123.8948,44.7032,6.8098,3.4598,748.3113
BASTI,8.4574,5.7115,5.9861,3.0205,11.368,71.0638,178.2086,158.8775,110.0555,25.5368,1.2082,4.1188,583.6127
BATHINDA,6.3156,9.5557,7.1393,4.3934,5.327,18.3975,60.19,63.3753,34.3237,10.5442,1.4828,2.9656,224.0101
BEED,1.3729,1.0984,2.0869,3.8443,10.8188,70.4597,74.7982,75.2375,92.2072,39.1565,12.4114,5.5467,389.0385
BEGUSARAI,4.4483,4.6131,7.2492,9.5008,26.8549,84.7383,162.9963,140.2054,118.1833,34.5983,2.6361,2.9656,598.9896
BELGAM,0.3844,0.4943,3.4049,16.5852,41.0786,71.6129,112.0325,69.581,62.0572,64.0343,16.8049,2.8008,460.871
BELLARY,0.7689,0.7689,1.5926,14.3885,31.7975,39.7606,42.2868,49.0417,75.4023,63.8695,17.0795,5.2721,342.0289
BETUL,4.1188,4.668,5.1074,3.2402,3.5147,75.2375,159.5914,161.1291,108.4628,27.1294,7.359,5.4369,564.9952
BHABUA,14.4983,9.0065,5.4918,3.0205,10.2147,71.9424,171.1791,164.4242,138.9423,23.2852,3.0205,3.5147,618.5402
BHADRAK,5.4369,18.727,20.6491,29.1614,57.0597,119.9407,148.1685,194.4094,125.0481,87.594,19.386,2.2516,827.8324
BHAGALPUR,9.7205,5.7664,5.6016,12.741,35.9712,108.6276,159.8111,143.3357,124.9382,48.6023,4.7229,3.5147,663.3532
BHANDARA,8.7319,7.2492,9.7205,5.6016,6.2606,92.2621,206.711,214.8388,110.7145,33.9393,7.359,6.5352,709.9237
BHARATPUR,5.1074,4.8877,2.9106,2.0869,6.1508,22.1868,101.4334,126.2013,56.4007,9.7205,1.8672,2.1418,341.0951
BHARUCH,0.1648,0.0549,0.4393,0.0549,2.691,74.3588,155.5275,121.4784,80.3998,12.5762,4.5582,0.7139,453.0177
BHAVNAGAR,0.2746,0.1648,0.659,0.0549,1.5926,63.4302,98.1932,76.8851,56.7851,12.1918,6.8098,0.5492,317.5903
BHILWARA,2.6361,2.0869,2.1418,1.6475,5.7115,32.9507,117.3046,119.5563,49.2064,6.4254,4.3934,2.032,346.0926
BHIND,5.7115,3.8992,2.3066,0.7139,2.5262,30.5344,121.6431,143.5554,80.7293,21.6926,2.1418,3.7893,419.2433
BHIWANI,8.018,5.7115,4.4483,3.0205,6.1508,17.7385,70.4047,72.4916,30.754,7.359,2.3066,1.977,230.3805
BHOJPUR,6.8647,7.359,3.7893,5.6565,13.6746,59.6958,183.7553,152.4521,111.7579,24.768,4.7229,2.9656,577.4617
BHOPAL,6.4803,3.8443,3.5697,1.3729,5.327,61.3982,185.8971,195.4528,105.662,18.5622,4.5582,5.2172,597.3419
BIDAR,3.2402,3.35,5.5467,11.9172,17.2442,75.2924,104.7284,107.9686,93.635,51.3482,11.4778,3.4049,489.1536
BIJAPUR,3.4049,2.3066,6.5352,10.3795,6.8098,107.5842,251.6338,266.9559,125.7071,50.9638,5.1623,1.8123,839.2554
BIJAPUR,1.318,1.4828,2.8557,11.0385,25.5368,51.8974,50.4146,50.14,86.99,61.3433,13.6746,3.7893,360.481
BIJNOR,18.7819,13.7295,13.2352,4.5033,10.4893,50.5245,188.0389,176.2865,87.2096,21.9672,3.5147,6.5352,594.8158
BIKANER,2.2516,4.2836,3.1303,2.2516,7.8533,16.036,47.0646,40.9688,21.5278,2.4164,1.3729,1.318,150.4749
BILASPUR,34.3237,36.6852,29.6557,14.3336,22.5713,58.9818,171.234,167.0602,84.3539,14.8278,7.6885,15.7614,657.4771
BILASPUR,9.5557,9.4459,9.8303,8.2377,9.9401,93.9645,196.5512,184.6889,111.2087,30.095,5.1623,6.2606,674.9409
BIRBHUM,7.359,8.8418,11.6426,16.9696,43.2204,122.0825,172.3873,164.0947,148.8275,57.7187,8.677,3.0754,764.8965
BISHNUPUR,29.9303,27.4589,61.7277,59.3662,87.4842,239.2224,170.4652,202.5921,120.4899,130.1554,31.2483,8.2377,1168.3783
BOKARO,6.4803,7.5238,10.05,10.4344,20.9786,103.5752,169.202,165.193,137.6792,42.781,7.6885,3.5147,685.1007
BOLANGIR,6.0959,8.7319,11.0385,12.4664,20.5942,110.1104,212.0929,201.4938,121.094,38.1679,7.4688,3.4598,752.8145
BONGAIGAON,5.4918,17.1344,31.5778,100.7194,242.7371,343.9508,426.4924,267.3403,223.1863,92.3719,10.2696,6.3705,1767.6423
BOUDHGARH,6.9746,14.3885,16.3655,19.8803,37.454,109.671,175.2979,204.9536,126.421,62.9359,18.7819,2.2516,795.3758
BULANDSHAHAR,8.8967,7.2492,7.1942,2.1418,7.6885,29.3262,123.2907,139.7111,76.0064,19.8803,2.3066,4.1188,427.8105
BULDHANA,2.5262,1.6475,3.35,1.5926,4.3934,76.7203,105.1678,107.2547,65.9564,28.9417,8.7869,3.8443,410.1818
BUNDI,3.0754,1.8123,1.8123,1.2631,3.6246,34.1589,140.9193,129.4964,55.6318,9.1713,4.5582,1.977,387.5006
BURDWAN,5.8762,12.1918,10.8737,20.759,43.2753,108.8473,161.5135,156.6808,137.8988,54.8081,6.2606,3.2951,722.2802
BURHANPUR,2.3066,1.5926,3.6795,1.1533,8.8967,87.2645,122.9612,138.2833,82.1572,25.0975,8.8967,5.9861,488.2752
BUXAR,7.7434,3.6795,3.7344,2.032,9.6656,60.9039,157.6693,144.4341,109.9456,29.4909,3.7344,2.6361,535.6692
CACHAR,7.3041,27.5688,92.4268,144.1595,212.2028,292.2181,288.978,258.5535,198.1438,100.1702,19.1114,6.2606,1647.0976
CANNUR,1.3729,1.0984,4.1738,31.7975,129.0571,468.1202,579.3838,297.0509,121.2038,125.9817,50.3048,13.2352,1822.7801
CENTRAL DELHI,9.0065,8.9516,8.4024,4.8877,10.5992,32.8409,121.2038,134.8234,60.5195,11.2582,3.0754,4.7229,410.2915
CHAMARAJANAGA,1.8672,3.2951,7.2492,38.0032,72.0523,33.9393,37.7286,36.2458,68.1531,86.6604,34.4335,13.345,432.9727
CHAMBA,69.3064,61.9474,66.0662,28.118,29.3262,72.7113,311.5492,263.1666,124.9382,26.745,12.027,30.8639,1096.7654
CHAMOLI,31.5778,42.6712,44.9778,23.5598,38.113,59.6958,159.0422,180.7897,72.3818,23.8893,5.6016,13.5098,695.8098
CHAMPAWAT,23.8893,21.5827,18.5073,14.7729,28.8319,117.03,255.8625,223.1314,128.7276,42.5065,4.5033,12.4664,891.8118
CHAMPHAI,7.359,11.9721,45.5819,67.3843,143.6103,192.4872,202.8118,184.8536,162.6119,124.4989,35.422,12.3565,1190.9495
CHANDAULI,10.1598,6.6451,6.3705,2.9106,5.6565,43.3851,166.0168,155.857,99.4014,17.4639,5.6016,2.032,521.5003
CHANDEL,4.668,15.3221,19.9352,42.781,98.303,334.9443,296.7214,269.592,200.9995,139.9857,26.5253,4.1738,1453.9513
CHANDIGARH,24.3286,21.3631,18.2327,8.1278,16.5303,65.9015,155.0881,157.889,84.7383,17.4639,5.4369,12.8508,587.951
CHANDRAPUR,6.2606,4.8877,8.018,5.9311,6.3705,99.1817,205.3929,205.4479,111.5383,35.7516,5.4369,4.3385,698.5557
CHANGLANG,38.6073,93.8547,202.0429,304.4648,183.5356,288.978,253.0617,160.0857,194.1897,151.0242,35.6417,40.7491,1946.2354
CHATRA,10.6541,10.1598,6.1508,3.1852,9.7754,86.6055,184.7987,166.4012,128.5628,30.5893,2.8557,3.8443,643.5828
CHENNAI,12.1369,8.018,1.6475,6.5901,23.8893,35.2024,59.6408,81.2236,65.0777,146.3562,201.988,85.4522,727.2227
CHHATARPUR,9.6656,6.9197,3.2951,1.7025,2.9106,52.172,174.2545,202.9766,111.5383,18.7819,5.0524,4.6131,593.8823
CHHIMTUIPUI,7.5787,17.1344,59.2564,102.0375,192.9815,256.851,246.4166,263.9903,214.6741,139.766,35.8614,9.0615,1545.6094
CHHINDWARA,9.6106,8.0729,9.5008,4.3934,4.8328,80.6195,155.7472,152.6718,95.7768,23.8893,8.8967,7.0295,561.0413
CHICKBALLAPUR,1.1533,2.5262,4.5033,14.9377,38.113,35.3122,48.9868,57.6089,84.2441,86.1113,29.0516,8.5123,411.0607
CHIKMAGALUR,0.8787,1.0984,6.5901,33.0606,58.1581,216.9257,363.6114,233.4011,96.2162,91.9326,32.2917,6.7549,1140.9195
CHIRANG(BONGAI,5.4918,17.1344,31.5778,100.7194,242.7371,343.9508,426.4924,267.3403,223.1863,92.3719,10.2696,6.3705,1767.6423
CHITRADURGA,0.7689,0.659,2.4164,14.1688,35.6417,27.7335,30.8089,32.3466,57.9384,63.9244,18.5622,4.8328,289.8016
CHITTOOR,4.2287,4.1738,5.5467,14.059,36.9048,36.6852,54.9728,60.5195,76.8851,91.8227,75.4023,32.0721,493.2727
CHITTORGARH,2.3615,0.8238,1.4828,1.8123,5.5467,39.2663,137.2398,148.2234,65.0228,9.9401,7.2492,1.318,420.2867
CHURACHANDPUR,7.1393,17.0795,39.9253,102.8612,130.7046,231.8084,223.8454,210.1159,191.279,95.1178,27.5139,6.2606,1283.6509
CHURU,3.4049,4.0639,3.4598,2.691,9.0065,20.704,69.5261,55.8515,26.1958,5.4369,1.318,1.318,202.9764
COIMBATORE,4.4483,6.7,9.4459,29.3262,43.7696,18.068,25.9212,22.2967,37.9483,83.4203,71.1736,26.0311,378.5492
COOCH BEHAR,4.8877,8.7869,17.6836,76.281,189.6864,367.2909,474.9849,402.5482,258.6084,77.599,8.2926,4.5582,1891.2078
CUDDALORE,15.3221,8.8967,8.018,9.336,27.5139,25.9762,41.2433,70.9539,72.217,120.9292,162.1726,100.1153,662.6942
CUTTACK,8.0729,14.7729,15.8713,23.7245,40.804,124.7735,185.6225,193.4758,134.5488,68.3728,22.077,2.4713,834.5873
DAHOD(PNML),0.9885,0.1098,0.7139,0.5492,2.4713,60.9589,156.2963,160.3603,90.999,15.2672,6.041,1.4828,496.2382
DAKSHIN KANDA,1.0434,0.3844,3.5147,21.8573,99.3465,536.6577,673.9524,457.7956,172.2225,130.1005,45.0327,8.5672,2150.4749
DAMAN,0.2197,0.1648,0,0,4.0639,211.4888,485.7488,360.2065,214.9487,21.1983,5.7664,0,1303.8059
DAMOH,11.0934,9.0615,5.9861,3.0754,2.9106,66.7802,197.8692,219.1773,104.344,17.9032,5.0524,5.1074,648.3607
DANGS,0.8238,0.5492,0.7689,1.8672,6.8647,142.0177,411.7744,323.2467,200.2856,36.2458,7.1942,1.318,1132.9562
DANTEWADA,1.4279,0.4393,2.4713,8.0729,12.027,99.1268,224.0101,209.2372,114.6137,51.1835,5.9311,0.7139,729.2547
DARBHANGA,8.7869,5.2172,6.7549,11.6975,32.8958,86.0563,162.8316,156.5709,102.312,36.6302,4.7229,2.5811,617.0573
DARJEELING,26.5253,18.5622,31.6876,71.6679,144.0496,293.646,415.6736,354.7147,276.1272,65.2974,9.2262,5.4369,1712.6146
DARRANG,7.1942,11.7524,29.3811,92.7014,175.7373,230.4904,189.9061,149.4316,121.6431,52.3917,9.4459,5.1074,1075.1826
DATIA,4.9975,4.668,2.7459,1.8672,3.6246,34.1589,135.098,160.9094,95.8866,21.8573,2.2516,4.3385,472.4035
DAUSA,4.7779,3.8443,2.3066,2.2516,7.0295,28.777,130.1554,125.3226,51.8974,9.391,2.5811,2.2516,370.586
DAVANGERE,0.6041,0.4393,2.3066,19.2213,40.6392,43.2204,56.5105,47.7786,63.8695,68.3179,24.6581,4.0639,371.6294
DEHRADUN,28.3926,27.0745,27.3491,13.2901,27.8983,101.7079,375.254,370.0917,142.6218,34.3786,7.0844,11.2582,1166.4012
DEOGARH,6.6451,10.9287,11.0385,8.5672,17.7934,124.444,229.7216,255.1486,138.1734,31.9622,4.9426,2.8008,842.1661
DEOGHAR,7.359,6.6451,5.2721,7.4139,26.3606,94.6235,161.1291,146.5759,133.78,42.0122,5.2172,1.8123,638.2009
DEORIA,7.5238,9.7754,5.0524,4.7779,13.1803,73.2056,173.8701,164.6988,110.4399,29.1614,2.1967,3.0754,596.9577
DEWAS,4.1188,2.1967,2.0869,0.7139,3.4049,70.24,171.1242,181.6135,98.6325,18.8918,7.4139,5.9861,566.4232
DHALAI,7.4688,21.3631,57.9384,135.2628,236.8609,265.0887,199.8462,185.7323,140.5349,100.3899,23.1204,6.2606,1379.867
DHAMTARI,2.1418,4.9426,6.2606,6.2057,9.4459,86.7154,196.4962,179.3619,114.394,31.7425,2.3066,1.7574,641.7706
DHANBAD,6.5901,9.5557,10.709,9.9951,27.2393,110.3301,186.8856,170.2455,148.8824,54.6433,5.7664,3.4049,744.2474
DHAR,1.8123,0.5492,0.7689,0.4393,2.2516,69.4162,146.2464,143.6103,94.7883,19.1114,6.0959,1.5377,486.6275
DHARMAPURI,4.3934,5.6016,8.7319,22.9008,56.4556,29.436,42.781,54.5335,89.2965,99.1268,56.7302,25.427,495.4143
DHARWAD,1.2631,1.7574,3.7893,25.5917,45.3073,62.4966,81.8826,55.7966,65.6269,66.1211,21.7475,3.4049,434.785
DHEMAJI(LAKHI,15.2123,26.6901,42.122,90.8891,182.2725,290.1313,332.3631,256.7961,232.9068,77.0498,12.6311,11.2033,1570.2675
DHENKANAL,4.009,11.4229,17.1893,21.0885,39.1015,124.1694,173.4307,202.702,128.1784,68.922,14.0041,2.5262,806.744
DHOLPUR,4.7229,5.2172,3.8443,1.3729,4.7229,29.9303,116.2612,146.1365,64.6384,14.4434,2.3615,2.9106,396.5621
DHUBRI,5.6565,6.4254,25.5917,81.0039,215.0585,331.1549,304.6296,229.9412,186.7758,85.1777,10.5442,2.2516,1484.211
DHULE,1.3729,0.5492,1.7574,0.8787,5.6565,64.5285,92.7563,72.1621,58.0482,23.8893,9.1713,2.691,333.4614
DIBANG VALLEY,45.9663,84.5186,166.6758,210.6651,147.18,205.5028,149.3767,88.1432,146.466,91.8227,35.1475,30.754,1402.2187
DIBRUGARH,16.8049,29.1614,65.7916,126.2562,160.5799,220.2208,285.2436,222.4724,178.9774,75.1826,13.1803,10.1598,1404.0309
DIMAPUR,8.0729,2.2516,31.413,42.7261,83.3654,112.4719,103.0809,149.3767,82.8162,68.6474,23.9991,8.9516,717.1728
DINDIGUL,10.4344,6.5352,12.3016,34.3786,45.5819,22.6262,30.6991,38.7171,70.1851,103.3006,87.3195,49.0417,511.121
DINDORI,10.7639,10.6541,7.5787,2.7459,4.9975,108.1333,226.9757,221.5388,105.6071,20.4295,5.5467,9.1164,734.0876
DIU,0.3844,0.3844,0.2197,0.1098,0.4943,92.2072,154.7037,73.2056,35.0376,17.8483,7.8533,0.4943,382.9426
DNH,0.2197,0.1648,0,0,4.0639,211.4888,485.7488,360.2065,214.9487,21.1983,5.7664,0,1303.8059
DODA,65.572,88.8572,117.2497,70.0203,55.1376,39.8704,80.3998,69.0867,53.0507,22.4614,25.5368,46.186,733.4286
DUMKA,8.4574,7.9631,9.4459,14.3336,37.8933,111.4833,179.6914,167.1152,144.1046,68.3728,6.8098,3.0205,758.6909
DUNGARPUR,0.9336,0.3295,0.9885,0.659,2.5262,42.3417,125.4874,121.8628,60.5744,8.1278,6.9197,1.4828,372.2334
DURG,3.5147,3.1303,6.7549,3.8443,5.1074,95.008,178.8127,176.1217,109.1219,31.0286,2.5811,1.6475,616.6731
EAST CHAMPARAN,6.9746,5.327,4.2836,7.2492,26.9647,89.7908,194.6839,163.3258,113.2407,40.1999,2.4164,3.2951,657.7517
EAST DELHI,9.0065,8.9516,8.4024,4.8877,10.5992,32.8409,121.2038,134.8234,60.5195,11.2582,3.0754,4.7229,410.2915
EAST GARO HIL,3.0754,8.7869,35.1475,134.2193,193.4208,291.669,255.8076,197.1003,173.3758,84.6285,19.6606,5.9311,1402.8228
EAST GODAVARI,3.2951,5.5467,6.2057,12.5213,41.3532,72.4367,113.3505,103.4653,97.3145,109.2866,38.3327,4.2836,607.3919
EAST KAMENG,26.9098,40.8589,52.9958,86.1662,114.2292,189.8512,202.3725,140.6997,151.5185,75.8965,18.8918,14.9377,1115.3278
EAST KHASI HI,8.4574,13.2352,71.2285,171.6184,402.9326,810.698,833.8734,559.833,333.791,152.6168,22.1319,5.8762,3386.2924
EAST MIDNAPOR,8.7319,10.2147,17.4639,19.0565,59.3662,139.2169,156.4611,186.0069,188.4782,108.1333,18.6721,5.1074,916.9091
EAST SIANG,18.2877,43.6597,58.1581,118.8972,177.3848,405.4588,544.1814,390.5761,311.9337,113.6251,16.2008,17.409,2215.7724
EAST SIKKIM,18.3975,30.8089,33.8843,96.3809,160.1955,255.1486,279.5321,242.1879,195.8372,84.958,10.1049,10.6541,1418.0899
EAST SINGHBHU,8.0729,10.1049,11.368,17.5188,34.763,123.8399,161.2939,171.7283,123.9497,37.5638,6.8647,2.8557,709.9236
ERNAKULAM,7.2492,10.3246,17.1344,61.508,164.9734,382.4482,368.0598,220.3855,163.1611,164.6988,79.631,24.3835,1663.9575
ERODE,3.6246,5.2172,9.2262,24.4385,44.5384,15.1024,21.3631,31.6327,58.1031,87.2645,60.6843,24.8229,386.0179
ETAH,7.1393,6.5901,5.4369,2.4164,6.3705,28.6122,110.6596,133.5054,65.1326,22.8458,1.2631,2.3615,392.3334
ETAWAH,7.6336,6.4254,4.8877,1.5377,5.7664,33.445,121.9177,161.1291,83.3105,24.7131,1.5926,3.2402,455.599
FAIZABAD,10.2696,6.8098,3.9541,2.4713,10.3246,67.549,190.3454,170.0258,115.6022,28.0081,1.5926,4.8328,611.7853
FARIDABAD,9.0615,6.7549,5.7115,5.8762,8.8418,23.1754,110.7145,128.8923,66.8351,10.2696,3.2951,3.6795,383.1074
FARIDKOT,8.8418,7.8533,9.336,4.4483,7.6336,19.7704,65.9015,57.0048,35.8614,5.382,2.0869,4.1188,228.2388
FARRUKHABAD,8.2926,6.0959,4.3934,2.7459,7.0295,40.3647,135.098,155.0332,77.7637,28.6122,1.318,1.8672,468.6143
FATEHABAD,9.1713,6.041,6.1508,3.7344,8.1828,17.1893,57.2794,52.6663,28.2827,6.8098,1.977,2.7459,200.2307
FATEHGARH SAH,13.6746,11.9721,12.4114,5.4918,7.5238,25.0426,121.1489,95.8866,58.3777,10.3795,3.8992,9.336,375.1442
FATEHPUR,10.05,6.4254,3.9541,2.5811,4.7229,45.1425,143.6103,157.0652,100.3899,21.6377,2.691,4.3385,502.6086
FEROZEPUR,8.6221,7.9631,11.6975,5.1074,8.4574,17.1893,70.5146,68.4826,37.2893,6.7549,2.8008,5.327,250.206
FIROZABAD,7.3041,5.9861,4.1188,2.0869,5.6565,32.6761,119.1169,141.7431,77.8736,19.4959,1.5926,2.7459,420.3965
GADAG,0.659,0.5492,2.1418,18.3975,39.3761,46.7351,38.6622,41.3532,75.5121,66.5056,18.1229,4.1188,352.1335
GADCHIROLI,5.2721,4.1738,7.6885,6.7,9.336,114.8882,249.3273,242.4076,108.9571,37.7835,6.1508,3.5147,796.1996
